id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4554_kernel,BA_FE_4554_kernel_err,BA_FE_4934,BA_FE_4934_err,BA_FE_4934_kernel,BA_FE_4934_kernel_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4077_kernel,SR_FE_4077_kernel_err,SR_FE_4215,SR_FE_4215_err,SR_FE_4215_kernel,SR_FE_4215_kernel_err,source_id,designation,ra_cone,dec_cone,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,Separation,parallax/error
spec-56582-GAC094N35V1_sp12-139.fits,4910.29459547,2.8222671903,-0.3158506465,0.0856490792,22.4053454224,0.0484869493,0.0264020329,0.0108705383,0.4768859056,95.068823,36.860784,49.6500015259,270509,false,true,false,-0.1559342977,0,45.139835918,65.2838594701,-0.031394857,0,-29.914774056,62.9215254508,-0.0560118635,0,-62.0450464644,82.4715815636,0.8629679127,0.0926088297,0.6029504506,31.0258409263,9.55061127310671E+017,Gaia DR2 955061127310670976,95.0688354248,36.8607703439,176.5836087364,10.1955097512,94.1689535133,13.4948153641,0.3939784696,1.1253046983,-1.9587255146,13.483409,14.1494465,12.696604,0.0232057256,0.0207616282,0.0247794192,0.0430117072,0.0359822384,,,,93.874886,0,0,-3.154485,17,1,146,0,147,31,,1.4901627335,0.0062057966,0.050541654,97.32896,0.66603756,1.4528427,-0.2691262,-0.4919936,0.092471674,,,,,200111,0,0.78680515,21.666128,29.944593,25.80536,17,0.006681268,15.899423,0.25486436,0.3259699,30253.5706806878,50.7689481975,595.907,17,1.2763165,76204.8695062605,21.5261529757,3540.1062,144,0,67007.9623799617,72.1005223816,929.3686,15,NOT_AVAILABLE,-0.043048337,100001,-0.071619086,-7.7502839248,6.0330698511,8.153231,9.613927,8.686462,1175099385,0.09332333,0.20837277,-0.3599315,2015.5,3,0,3,4500,1.6357214584098E+018,4195.69,4556.0547,4414,11,1.68912108013948E-05,15.8994230825
spec-56653-HD081205N465629V01_sp06-013.fits,4725.02893641,2.3458440105,-0.4825156735,0.0971129771,21.1876665918,0.0541715272,0.0283933213,0.0145452769,0.4161972071,125.159507,45.858818,45.1,361497,false,false,true,0.9178844013,0.1389016344,18.8011457283,26.183468751,0.9948722556,0.2033553283,-14.822003234,25.2954099898,0.8422114273,0.0872135111,-48.572688442,33.8333090286,-0.1898800319,0,-11.9636473798,70.4661623321,9.30087816628237E+017,Gaia DR2 930087816628237056,125.1595203018,45.8588084699,174.1258039195,34.2231942365,116.4015621186,25.5899706642,0.3563362044,0.4552329791,-0.6891728154,13.363433,13.913345,12.685147,0.0166039354,0.0124802877,0.022325465,0.0348772086,0.0265019111,,,,239.15865,0,1.06815325012069E-15,-4.865789,41,3,359,0,362,31,,1.5277818664,0.0036453016,0.041814804,108.04067,0.54991245,1.228198,0.17554359,-0.5276208,0.26115844,,,,,200111,0,0.6782856,25.265133,35.22409,30.244612,42,0.039506637,15.960976,-0.05011948,0.38460535,37602.531923784,51.497515681,730.18146,39,1.2374943,85108.5289238357,14.7590579118,5766.5283,350,0,67718.7930229483,48.7101647314,1390.2395,38,NOT_AVAILABLE,0.11022412,100001,0.0081817135,,,7.484522,7.9245996,7.7688255,292534130,-0.21581048,0.2800972,-0.2021396,2015.5,0,,,,1.6357214584098E+018,4808.3896,4947.7334,4856.3574,13,1.32906204523373E-05,15.960975702
spec-56647-VB138S03V3_sp01-237.fits,4918.72079533,2.6692495365,-0.1519450379,0.0612938559,12.2323947629,0.0309212867,0.0148400098,0.0072268497,1.5079661003,137.55605,-5.157503,79.5699996948,355671,false,true,false,-0.2301218737,0,17.8067338102,36.7835801336,-0.0735254126,0,-24.2778138434,35.1795608544,0.9292205075,0.0475972134,-9.7337955012,14.2919318682,0.8626499433,0.059648105,-18.5384829781,20.5295935007,5.7583989287653E+018,Gaia DR2 5758398928765299328,137.5560638785,-5.1575554339,235.3922427836,27.6174988722,141.6766900633,-20.4773501952,0.5859988888,-1.8533433031,-3.8660105277,11.642447,12.125325,11.035201,0.0356004107,0.0516020385,0.0366979886,0.0721803011,0.0964540121,,,,220.77112,0,0,5.2792687,14,1,125,126,126,31,,1.5518169339,0.0069825143,0.07817885,456.49158,0.48287773,1.0901241,-0.13761447,-0.72341734,0.5017271,,,,,200111,0,0.6072464,47.29045,57.101448,52.19595,16,-0.21669231,15.968147,0.15090725,0.02909194,195175.494807089,251.2378671311,776.8554,12,1.2152383,415305.027486122,106.97349828,3882.317,133,0,309519.074878326,435.4552800304,710.7942,14,NOT_AVAILABLE,-0.5257238,100001,-0.61970776,14.053438982,0.6540338727,9.203067,9.720816,9.439427,844770350,0.0042639896,0.5475112,-0.2766735,2015.5,6,0,3,5000,1.6357214584098E+018,4976.0435,5114.1,5049.6665,8,5.42251908997523E-05,15.9681473333
spec-56642-GAC094N47V2_sp12-096.fits,4633.88110501,2.3375351865,-0.264155363,0.066002984,15.3225062128,0.0397339001,0.0209218044,0.0104879962,0.487952569,96.281471,48.928951,52.4300003052,347185,false,true,false,-0.1261895401,0,45.1398359336,48.7359239011,-0.1149409966,0,-43.6104010925,45.3037027408,0.7764843726,0.071566864,10.4382974447,38.444799258,0.8870477736,0.0845786819,-13.4419830709,26.7848285543,9.70575060283575E+017,Gaia DR2 970575060283575424,96.2814965045,48.9289599891,165.7133724173,16.0682159204,94.5714249977,25.5893106565,0.5954746419,1.548384313,-2.36504987,11.613618,12.222366,10.860664,0.0313070356,0.0307899579,0.0371741502,0.0643917659,0.0599152963,,,,179.9413,0,0,2.1728714,17,3,146,149,149,31,,1.5001024059,0.0074473724,0.044635262,430.76547,0.60874844,1.361702,-0.36036345,-0.42591155,-0.013188182,,,,,200111,0,0.7529535,48.607857,58.61297,53.610413,17,-0.033069666,16.018515,0.37471795,0.21846639,178487.934092344,331.6871321171,538.1214,17,1.2708348,426480.316276312,129.5733616464,3291.4197,142,0,363498.086591805,443.0846855818,820.3806,16,NOT_AVAILABLE,-0.14013018,100001,-0.045766853,-7.1015492897,0.4355352038,9.523674,11.220569,10.139871,970212459,0.06855689,0.08088654,-0.26192692,2015.5,4,0,3.5,5500,1.6357214584098E+018,4662.6323,5061,4904.8125,11,1.9015174926824E-05,16.0185139054
spec-56283-GAC120N18V1_sp09-157.fits,4640.69557733,2.7898975128,0.1878459691,-0.0358264139,20.3187520054,0.0486923788,0.0253397726,0.0099003716,0.2928509616,120.537,19.127505,30.7000007629,129776,false,true,false,-0.0917937684,0,45.1398291834,75.4473851705,-0.0904740443,0,-30.3505289865,66.9925811167,0.8269996384,0.1176989259,-23.2352797507,53.1519223641,0.8518120341,0.119958973,-53.4706489775,44.7514920562,6.70062731228596E+017,Gaia DR2 670062731228595840,120.5369999983,19.1275189475,202.803652979,23.8752036606,118.6966024797,-1.3212494466,0.414836235,-4.1783407969,-1.4313113095,13.006777,13.608245,12.2920065,0.0221258591,0.0134918808,0.025868507,0.0456268379,0.0265278025,0.0719,1.1637,0.2177,245.2627,0,0,0.45157653,28,0,241,34,241,31,,1.5010200377,0.0045206419,0.047210194,149.54419,0.6014681,1.3162384,-0.122525975,0.18030804,0.20788684,,0.0386,0.2568,0.0967,200111,0,0.7147703,27.249119,36.530205,31.889662,28,0.04844054,16.036343,-0.2940403,0.26836935,49803.2024685442,69.5803698489,715.76514,27,1.2441965,118204.924378268,45.4545689117,2600.507,234,0,97266.9571214614,72.5768346326,1340.1929,27,NOT_AVAILABLE,0.0055023227,100001,-0.098407306,98.7857440947,0.6696656558,7.8371654,8.780518,8.324555,1358046188,0.05276283,0.17584719,-0.07284638,2015.5,10,0,3,5000,1.6357214584098E+018,4628.91,4899.585,4753.99,13,1.39475457867585E-05,16.0363423757
spec-56580-HD022250N412346V01_sp13-073.fits,4952.6479803,2.7339258746,-0.0330808072,0.0407000443,9.9669132429,0.024978751,0.0117561282,0.0055235442,1.4708339003,38.920394,41.572241,105,265868,false,true,false,-0.2049029825,0,45.1398312834,27.5523834966,-0.1840044875,0,2.6433210377,23.7970150074,0.5992271798,0.18759555,26.9145582307,31.060807212,0.7614345317,0.0469358695,8.9497242653,26.4996537072,3.38513619870313E+017,Gaia DR2 338513619870313088,38.9204069734,41.5722354561,143.0549920701,-17.190395648,50.0610963735,24.9516362784,0.8013857982,2.0996870603,-1.5148254322,12.152881,12.660928,11.518596,0.0510330134,0.0294015659,0.0497624909,0.0775044563,0.0626718482,,,,136.68547,0,0,1.010476,14,0,126,126,126,31,,1.5471542945,0.010120147,0.04695146,355.25443,0.5080471,1.1423321,-0.24063873,0.0005828669,-0.04632249,,,,,200111,0,0.634285,16.164064,19.184034,17.67405,16,-0.19899711,16.104214,0.09575193,0.030088171,119174.718100194,274.4302828009,434.26227,12,1.2232627,259533.754547301,69.6658011248,3725.4111,143,0,198303.247629473,348.7138027103,568.6705,12,NOT_AVAILABLE,0.017917288,100001,-0.25613016,-11.2558933698,3.8094458497,5.4626966,5.8778033,5.632499,972807893,0.638623,0.006169378,-0.08988773,2015.5,6,0,3,5000,1.6357214584098E+018,4881.4946,5063.57,4986.66,9,1.11774059030603E-05,16.104213911
spec-56641-GAC117N12V1_sp08-170.fits,4718.5102564,1.9782557174,-0.2904805691,0.0324098184,8.8738786867,0.0261913825,0.0130964708,0.0057272074,1.4766125229,117.87052,11.638268,91.66,344096,false,false,true,0.9566519391,0.0710138957,20.3165713438,12.8266985986,0.4726654007,0.5995058404,-2.9870523273,19.341358354,0.8613678829,0.0535605351,16.4646008857,20.4118954091,1.1484114496,0.138182844,-6.9145004596,41.9122315855,3.15081474451956E+018,Gaia DR2 3150814744519558144,117.8705254051,11.6382803113,209.0697658966,18.5274590646,117.6318446255,-9.167547365,0.5216962824,-0.4191811539,2.3326719567,11.651513,12.187689,10.999771,0.0304764398,0.0171686578,0.0323933542,0.0599460066,0.0333244569,,,,661.72943,0,0,9.512335,42,22,352,365,374,31,,1.5526385538,0.0057252432,0.04314618,375.7066,0.5361757,1.1879177,-0.056549266,0.44574192,0.10527929,,,,,200111,0,0.651742,60.04307,73.04494,66.54401,43,0.04407684,16.105042,-0.27992383,0.28136858,184280.623948905,201.4184445441,914.91437,41,1.2239026,411851.882796392,138.4525643074,2974.6787,330,0,319785.946144102,203.9997712429,1567.58,41,NOT_AVAILABLE,-0.23693237,100001,-0.18433726,79.8469996563,1.4861875741,10.538026,11.553721,11.037425,250489753,0.03007981,0.10417557,-0.32203338,2015.5,14,0,4.5,5000,1.6357214584098E+018,4850.01,5078.365,4962.1475,13,1.34013108784511E-05,16.1050405333
spec-56749-VB139N28V1_sp07-005.fits,4893.86429809,3.1426040649,-0.0214935743,0.054106828,19.3829685634,0.0416748019,0.0218261861,0.0104009961,0.4607939251,140.48316,26.881514,50.78,434865,false,false,true,0.1225900296,0.6954508897,-14.1978928886,4.45177833285368E-09,-0.1564965812,0,-14.9468457704,57.2437277016,0.7788859644,0.0577241874,-21.0207828249,31.9879952578,0.1380917083,4.6181006146,8.9497172425,61.3954920578,6.94100735471112E+017,Gaia DR2 694100735471112320,140.4831311435,26.8814925102,200.6251690461,43.6915712073,134.4846639811,10.8990275076,0.7601393895,-3.9294393952,-2.9071048587,12.782599,13.289916,12.138992,0.0439118993,0.0338379278,0.0471287595,0.0799591306,0.0576901937,,,,230.0411,0,0,2.0583758,22,3,193,133,196,31,,1.5408748097,0.0072464137,0.0697897,187.5582,0.5073166,1.1509237,0.30298182,-0.7003019,0.4412608,,,,,200111,0,0.64360714,9.950053,12.089707,11.01988,26,-0.06720398,16.128992,-0.4090157,0.500326,66771.1299941249,85.5955334773,780.0773,25,1.2301593,145313.730731661,32.4017710546,4484.7466,210,0,111987.911445756,142.1730891042,787.68713,25,NOT_AVAILABLE,-0.64030665,100001,-0.6122555,14.4671199053,1.1615315165,4.3392625,4.533807,4.463045,533801021,-0.40780273,0.4720833,-0.5972625,2015.5,9,0,3,5000,1.6357214584098E+018,4939,5048.5024,4978,10,3.35301847112806E-05,16.1289920966
spec-56618-GAC105N47V2_sp06-155.fits,4705.83250272,2.7954569952,0.0589307147,0.0427046054,19.2931212329,0.0453460363,0.023615944,0.0115463687,0.2325696222,109.04353,46.36963,43.4399986267,315651,false,true,false,-0.142243446,0,45.139829238,53.7150000549,-0.1308856396,0,9.3424702016,54.3228555576,0.6736879096,0.2740954836,-62.0450450737,46.0358438103,0.7796688412,0.0766379055,-53.4706437917,37.0762494333,9.74823504492914E+017,Gaia DR2 974823504492913920,109.0435436849,46.3696356569,171.274177547,23.3405829142,104.2523908303,23.8681509016,0.3947154487,-0.7614959076,-3.2576413237,13.103577,13.721236,12.367868,0.0235675582,0.022337943,0.024453794,0.0425823473,0.040806525,0.1146,1.0686,0.309,89.20404,0,0,-2.0083175,14,0,123,0,123,31,,1.4935942566,0.0048743425,0.05155609,133.04706,0.61765957,1.3533678,-0.25120386,-0.5011967,0.0140196495,,0.0529,0.5168,0.1405,200111,0,0.73570824,25.845781,35.588215,30.717,14,0.09084217,16.141277,0.12132645,0.22767143,44880.8306504989,118.6178879602,378.36478,13,1.2539825,108122.408091895,55.2869385374,1955.6592,122,0,90702.7864296552,139.2832167661,651.2112,12,NOT_AVAILABLE,0.13486229,100001,0.022791093,-17.8692286297,1.1286687447,7.40067,8.552406,7.584793,1333329989,0.17431346,0.110408396,-0.3285973,2015.5,6,0,3,4500,1.6357214584098E+018,4646.51,4995,4934,10,1.10074199635936E-05,16.1412764293
spec-56589-GAC096N56V1_sp12-025.fits,4318.58825222,2.1047940753,0.2374495342,0.0574746778,8.8578838107,0.0238824787,0.0129556938,0.006973051,0.6323205672,98.927452,57.838854,61.8400001526,277193,false,true,false,-0.1429647386,0,45.1398346607,33.0685717913,-0.0830344701,0,-55.8065412345,30.134454424,0.773567245,0.0653346633,-28.0191466039,38.5710565349,0.8243685255,0.0689948875,-28.3940777573,29.482592345,1.00132854224761E+018,Gaia DR2 1001328542247612416,98.9273656173,57.8388398226,157.5226133645,20.7032745136,95.7579472527,34.577863595,0.6935626367,-2.3837921918,-5.5679030861,11.108689,11.835803,10.32202,0.0247075691,0.0269611052,0.0428280318,0.0495810211,0.0424012919,0.298,1.1161,0.5035,659.1046,0,0,11.892318,34,21,281,302,302,31,,1.4672890145,0.0073048731,0.037821975,363.06247,0.7271137,1.5137835,-0.44873577,-0.16882728,-0.56946445,,0.1559,0.946,0.3007,200111,0,0.78666973,69.79987,83.353966,76.57692,34,-0.04881671,16.194128,0.15419523,0.5486365,254820.280618977,294.7129788569,864.6388,32,1.2544911,679001.078340629,518.8596571382,1308.6411,282,1,596980.497081078,327.2875084544,1824.0247,32,NOT_AVAILABLE,0.17060448,100002,0.101267986,-30.3718642621,0.3245067859,14.375642,16.055664,15.443417,659557446,-0.15437633,-0.4636363,-0.3310253,2015.5,9,0,3,4500,1.6357214584098E+018,4261.2466,4503.365,4344.893,14,4.81177518329097E-05,16.1941281808
spec-56258-VB054N40V2_sp10-061.fits,4651.50931055,2.400742668,0.0421387185,0.0223170666,22.4151230991,0.060022354,0.0294400901,0.0132728572,0.1596356447,51.905836,39.627899,31.6900005341,116256,false,true,false,-0.2069746431,0,45.1398364835,72.9509663515,-0.1358712102,0,-24.807882727,62.6705896184,0.8185221207,0.1154368042,-62.0450478409,2.59935103840203E-07,0.8847066565,0.1313639003,2.3336238927,43.7370997137,2.35283496795459E+017,Gaia DR2 235283496795459456,51.9058136529,39.6278963844,152.9313954874,-13.9772269772,59.5970695523,20.1242761661,0.5957582666,-2.7787182384,-2.4106723636,11.818996,12.461207,11.072573,0.0297754508,0.0215136288,0.036725998,0.080409224,0.0550669882,0.2944,2.1018,0.61,311.0643,0,0,3.5259144,27,5,233,238,238,31,,1.5059326298,0.0069678347,0.053455446,440.7285,0.64221096,1.3886347,-0.14634977,-0.23584111,0.054133944,,0.1417,1.0801,0.302,200111,0,0.7464237,43.313824,52.142735,47.72828,29,-0.025288627,16.221704,0.27191812,-0.037121393,143242.638274692,131.7476617503,1087.25,28,1.2530212,352978.218254206,93.5522126901,3773.061,225,1,299046.576081534,145.4885904875,2055.464,29,NOT_AVAILABLE,0.030125339,100002,0.23561478,-22.8576122043,0.3459802531,9.899375,11.240911,10.648667,1475844034,0.09866125,0.089190334,-0.3335373,2015.5,8,0,3,5000,1.6357214584098E+018,4525.01,4821.88,4649.14,11,1.74094042880723E-05,16.2217039439
spec-56246-GAC121N33B1_sp02-001.fits,5167.09037745,3.4650072785,-0.3215720763,0.0990234182,34.232414592,0.056607538,0.0378741726,0.0181299903,0.4326369727,119.90839,31.261039,39.75,103967,false,true,false,0.6363269572,0.5351008085,20.191288113,51.2354879373,0.3264903892,0.4434947455,-15.5370941537,71.4241399478,0.9924110055,0.0745821935,22.5071932962,19.507321745,0.7815355314,0.0976831642,8.9497228285,44.3543027372,8.77997662989623E+017,Gaia DR2 877997662989623296,119.9084146579,31.2610180719,189.8922244126,27.3662543974,115.6842203122,10.4498458209,0.5851810229,-1.1520346616,-6.7539330883,14.708834,15.132391,14.130733,0.0266885403,0.0194408916,0.0360632174,0.0538913656,0.0350569993,,,,177.80145,0,0,-1.8266206,25,1,219,0,220,31,,1.574862125,0.0064379809,0.057891604,29.890442,0.42355728,1.0016584,-0.22999978,0.29416677,-0.118141025,,,,,200111,0,0.57810116,2.5423205,3.3939378,2.9681292,25,0.005260715,16.226534,-0.20425098,0.51368445,12234.8539865253,29.9000124272,409.19226,23,1.2218891,24649.7651417186,8.1175852149,3036.5884,219,0,17884.426653546,23.3308805114,766.556,21,NOT_AVAILABLE,-0.089594565,100001,-0.08561452,,,1.7005256,2.0394979,2.025728,257488994,0.11874853,-0.055297457,-0.07328218,2015.5,0,,,,1.6357214584098E+018,5305,5809.723,5323,13,2.97028992516257E-05,16.2265339892
spec-56287-GAC101N22V4_sp07-109.fits,4785.26843446,2.4630341077,-0.0566656924,0.0317341587,10.5812535438,0.0283741434,0.0135593345,0.006410398,0.7026101019,103.09313,20.798801,76.4599990845,136992,false,true,false,0.6330719182,0.3636871461,45.1398333128,23.8590589775,-0.1672917437,0,-10.6099543849,30.8084926413,0.8018330546,0.044517996,5.85287164,22.5189619003,0.8508711538,0.0560321971,8.9497267706,21.508150147,3.36624487524938E+018,Gaia DR2 3366244875249379328,103.0931044358,20.7988373261,194.349398276,9.5150579686,102.2344356889,-2.0860887479,0.7907745733,-3.097103844,3.8168427007,10.846668,11.402546,10.171977,0.0483901455,0.04528959,0.0486650922,0.0885929897,0.0736400309,0.012,1.3546,0.071,163.2861,0,0,2.3119526,15,4,129,133,133,31,,1.5279967985,0.010948396,0.064304136,311.23288,0.5558777,1.2305689,-0.20219152,-0.62375444,0.2853967,,0.0039,0.5857,0.037,200111,0,0.6746912,57.14124,67.7803,62.460766,19,-0.14871052,16.24932,0.0412427,0.4298923,379784.362614234,249.3552234784,1523.0656,13,1.2324437,864328.560402308,442.2950957742,1954.1898,134,0,685451.966385566,684.2803864367,1001.71216,15,NOT_AVAILABLE,-0.31437534,100001,-0.44461483,44.6192676709,0.5288742363,10.80144,11.542707,11.190293,1527959268,-0.0024303647,0.42780304,-0.52280104,2015.5,5,0,4.5,4750,1.6357214584098E+018,4776.11,4937.275,4850.7334,10,4.34823600019511E-05,16.2493183009
spec-56699-GAC085N52V1_sp07-152.fits,4826.53949217,2.6080041396,0.2184703916,0.0435627906,8.4489306987,0.0221139112,0.0102824157,0.0053553452,1.179089737,86.307342,50.652859,99.2300033569,413030,false,true,false,-0.1084688098,0,-14.1978872052,25.4246207812,-0.0612931584,0,-55.8065522516,7.72621593814832E-09,0.8950327761,0.0338514508,6.5523346432,12.312837505,0.9026006522,0.0407018671,-2.5017451105,14.4297674681,2.14409749578532E+017,Gaia DR2 214409749578532480,86.3073190695,50.6528782937,161.1932385662,11.0618061085,87.3674748998,27.2473363865,0.7491001103,0.1559443885,3.679953311,11.530772,12.22461,10.75304,0.0421844349,0.0363391265,0.0458452611,0.0747699987,0.0598270012,0.3939,0.585,0.453,534.11273,0,0,11.413657,26,14,211,225,225,31,,1.4735333821,0.0074464733,0.055050418,408.1395,0.6938381,1.47157,-0.33437648,-0.72872335,0.209732,,0.192,0.281,0.2217,200111,0,0.7777319,37.834736,44.96004,41.39739,26,-0.11740557,16.33975,0.27622145,0.24272908,178119.398202313,284.652205862,625.74396,24,1.2589625,460296.180948368,327.5332481439,1405.3418,200,0,401376.26540997,329.7427183038,1217.2407,24,NOT_AVAILABLE,-0.35018778,100001,-0.46728224,-30.706162113,0.4218365335,9.468698,11.228439,10.532088,650532330,0.12051539,0.34518927,-0.59735197,2015.5,11,0,3,5000,1.6357214584098E+018,4369.28,4758,4511.41,12,0.000024158,16.3397501143
spec-56258-VB054N40V2_sp14-224.fits,4531.25205394,2.2805402466,0.134297418,0.0050505451,16.3220064081,0.0443481881,0.022529518,0.0099452257,0.4405593355,51.980983,40.72047,34.14,116317,false,false,true,0.482616925,1.9819983287,-14.1978921398,56.6119683473,-0.1118167999,0,9.3424685858,46.7411036452,1.0084824134,0.0419700862,20.8034326334,35.662884125,0.8488913137,0.1439187369,-52.5585891777,53.6811987345,2.37592677372174E+017,Gaia DR2 237592677372174208,51.9809939182,40.7204690289,152.3311732842,-13.051791148,59.9622530002,21.16362041,0.623116384,2.4922041521,-4.5304489559,11.448409,12.1468,10.641829,0.0321040234,0.0237110545,0.0380154277,0.0843933975,0.0666750585,0.4354,2.606,0.765,453.09375,0,0,8.599404,27,14,225,239,239,31,,1.4634451868,0.0078187802,0.058297057,451.529,0.69839096,1.5049715,-0.13015237,-0.13998392,0.053931303,,0.2094,1.3271,0.4423,200111,0,0.80658054,61.3989,73.62825,67.51357,29,0.122717835,16.391146,0.09078879,0.06367864,191352.940407067,1217.834948904,157.12552,24,1.2808232,496572.48830793,378.1573254494,1313.1373,249,1,444668.633475075,1246.721846377,356.6703,28,NOT_AVAILABLE,0.29678583,100002,0.2913663,,,13.051513,14.560277,14.11251,1688237967,0.027982786,0.08502336,-0.34531647,2015.5,0,,,,1.6357214584098E+018,4336,4579.77,4404.25,12,8.33170849272743E-06,16.3911449035
spec-56722-HD154740N282810B01_sp07-033.fits,4806.60945283,2.41920831,-0.6233160616,0.1603888575,15.2351978053,0.0366037894,0.0200058263,0.0121973849,1.5172791752,237.505142,26.763988,78.4199981689,421643,true,false,false,0.9558997548,0.0952697803,0.9871306379,15.2616412129,0.941672134,0.1413657253,-6.5730184472,18.2325553703,-0.0346208709,0,-23.4759657773,45.4108711642,-0.0779324988,0,-24.9859658933,43.2765989236,1.22340157433694E+018,Gaia DR2 1223401574336940160,237.5051207284,26.7639412065,42.974366101,50.4166659221,226.8568048978,45.4562529029,0.3094496009,-2.6718867915,-13.551928437,14.242373,14.749555,13.600054,0.0106355727,0.0138593021,0.0188704417,0.0253683758,0.0318646148,,,,308.95093,0,0,-5.945581,54,0,474,0,474,31,,1.5410503805,0.0028738211,0.042897493,48.6552,0.50718117,1.1495008,-0.094740346,-0.30485284,0.009368286,,,,,200111,0,0.6423197,14.498508,20.388062,17.443285,57,0.040360518,16.398642,0.001635711,-0.11984985,17407.376853128,20.8876823014,833.38,54,1.2293035,37878.8686654418,6.4841459294,5841.7666,500,0,29157.2465255171,19.929891821,1462.9907,56,NOT_AVAILABLE,0.4460493,100001,0.40628654,,,5.563915,5.7401037,5.678803,1531771519,-0.2148054,5.5779896E-05,-0.07922186,2015.5,0,,,,1.6357214584098E+018,4923.495,5000.8423,4949.9976,19,0.000050501,16.3986411034
spec-56642-VB041N44V1_sp01-152.fits,4617.72932908,2.54895146,-0.4224474213,0.1819944223,20.7567019361,0.046338806,0.0272521885,0.0163699173,0.2413013824,40.947277,42.585197,49.1899986267,348669,false,true,false,0.8354373766,0.1101670607,35.0662905449,26.8901810498,0.2631695149,0.6673732037,-12.6536405276,46.0668510512,0.8822674041,0.0660279467,1.9818208978,23.8345513963,0.8023583422,0.0857871478,8.9497246114,37.3041024878,3.37122394064434E+017,Gaia DR2 337122394064434048,40.9472345784,42.585166158,144.0307360208,-15.6370643697,52.0032333997,25.3983346806,1.0174914613,-12.0488836613,-5.3758195513,12.125572,12.688476,11.440343,0.0484771369,0.0378697831,0.06204395,0.0794318631,0.079964729,,,,139.73376,0,0,0.20434071,16,1,142,143,143,31,,1.5327155372,0.0111081268,0.05395728,352.16296,0.5629034,1.2481327,-0.5556453,-0.0329585,0.0006774525,,,,,200111,0,0.6852293,10.585929,12.417422,11.501676,19,0.001325189,16.399527,0.042804595,0.051948067,116189.000049886,153.9336292308,754.7993,19,1.2373437,266144.50247922,47.9103411693,5555.053,165,0,213123.211749111,182.2229956011,1169.5736,19,NOT_AVAILABLE,0.3903317,100001,-0.28060433,-26.7800416976,0.908948628,4.5249486,4.858651,4.7258253,1592324677,0.62899005,-0.0037623649,-0.21332817,2015.5,7,0,3.5,5500,1.6357214584098E+018,4822.35,4997.005,4889.65,9,4.38950849967451E-05,16.3995274527
